borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000006,Bromley,2017,life_expectancy_65_male,19.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 19.4-19.9"
E09000006,Bromley,2017,life_expectancy_birth_female,85.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 84.9-85.6"
E09000006,Bromley,2017,life_expectancy_birth_male,81.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 81-81.7"
E09000006,Bromley,2018,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 22-22.5"
E09000006,Bromley,2018,life_expectancy_65_male,19.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 19.3-19.9"
E09000006,Bromley,2018,life_expectancy_birth_female,85,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 84.7-85.3"
E09000006,Bromley,2018,life_expectancy_birth_male,81.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 81-81.7"
E09000006,Bromley,2019,life_expectancy_65_female,22.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 22.1-22.6"
E09000006,Bromley,2019,life_expectancy_65_male,19.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 19.5-20.1"
E09000006,Bromley,2019,life_expectancy_birth_female,85.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 84.7-85.4"
E09000006,Bromley,2019,life_expectancy_birth_male,81.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 81.3-82"
E09000006,Bromley,2020,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 21.9-22.4"
E09000006,Bromley,2020,life_expectancy_65_male,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 19.3-19.8"
E09000006,Bromley,2020,life_expectancy_birth_female,84.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 84.4-85.1"
E09000006,Bromley,2020,life_expectancy_birth_male,81.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 81-81.7"
E09000006,Bromley,2021,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 21.9-22.5"
E09000006,Bromley,2021,life_expectancy_65_male,19.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 19.3-19.8"
E09000006,Bromley,2021,life_expectancy_birth_female,84.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 84.4-85.1"
E09000006,Bromley,2021,life_expectancy_birth_male,81.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 81-81.7"
E09000006,Bromley,2022,life_expectancy_65_female,22.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 22-22.6"
E09000006,Bromley,2022,life_expectancy_65_male,19.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 19.3-19.8"
E09000006,Bromley,2022,life_expectancy_birth_female,85,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 84.7-85.3"
E09000006,Bromley,2022,life_expectancy_birth_male,81.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 80.9-81.6"
E09000006,Bromley,2023,life_expectancy_65_female,22.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 22.4-22.9"
E09000006,Bromley,2023,life_expectancy_65_male,19.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 19.5-20"
E09000006,Bromley,2023,life_expectancy_birth_female,85.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 84.9-85.6"
E09000006,Bromley,2023,life_expectancy_birth_male,81.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 81.2-81.9"
E09000006,Bromley,2024,life_expectancy_65_female,22.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 22.7-23.2"
E09000006,Bromley,2024,life_expectancy_65_male,20.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 19.8-20.4"
E09000006,Bromley,2024,life_expectancy_birth_female,85.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 85.3-86"
E09000006,Bromley,2024,life_expectancy_birth_male,81.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 81.5-82.2"
E09000007,Camden,2003,life_expectancy_65_female,19.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 19.4-20.2"
E09000007,Camden,2003,life_expectancy_65_male,16.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 15.8-16.7"
E09000007,Camden,2003,life_expectancy_birth_female,81,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 80.4-81.5"
E09000007,Camden,2003,life_expectancy_birth_male,74.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 74.1-75.2"
E09000007,Camden,2004,life_expectancy_65_female,19.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 19.3-20.1"
E09000007,Camden,2004,life_expectancy_65_male,16.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 16-16.9"
E09000007,Camden,2004,life_expectancy_birth_female,81.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 80.7-81.8"
E09000007,Camden,2004,life_expectancy_birth_male,75.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 74.9-76"
E09000007,Camden,2005,life_expectancy_65_female,20,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 19.6-20.4"
E09000007,Camden,2005,life_expectancy_65_male,16.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 16.1-17"
E09000007,Camden,2005,life_expectancy_birth_female,81.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 81.2-82.2"
E09000007,Camden,2005,life_expectancy_birth_male,75.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 75.1-76.2"
E09000007,Camden,2006,life_expectancy_65_female,20.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 19.8-20.6"
E09000007,Camden,2006,life_expectancy_65_male,16.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 16.5-17.4"
E09000007,Camden,2006,life_expectancy_birth_female,81.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 81.3-82.4"
E09000007,Camden,2006,life_expectancy_birth_male,76.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 75.8-76.9"
E09000007,Camden,2007,life_expectancy_65_female,20.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 20.2-21"
E09000007,Camden,2007,life_expectancy_65_male,17.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 16.9-17.8"
E09000007,Camden,2007,life_expectancy_birth_female,82.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 81.8-82.9"
E09000007,Camden,2007,life_expectancy_birth_male,76.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 76.3-77.4"
E09000007,Camden,2008,life_expectancy_65_female,21,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 20.6-21.4"
E09000007,Camden,2008,life_expectancy_65_male,17.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 17.3-18.2"
E09000007,Camden,2008,life_expectancy_birth_female,82.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 82.2-83.3"
E09000007,Camden,2008,life_expectancy_birth_male,77.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 77.1-78.2"
E09000007,Camden,2009,life_expectancy_65_female,21.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 21.3-22.1"
E09000007,Camden,2009,life_expectancy_65_male,17.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 17.4-18.3"
E09000007,Camden,2009,life_expectancy_birth_female,83.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 83-84.1"
